org_acronym,organisation,org_type,operation_type,project_sector,activities,status,state,state_pcode,lga,lga_pcode,ishrp,response_type,month,year
IRC,International Rescue Committee,INGO,Reporting,WASH,Latrine Desludging (Manual),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Communal Refuse Pit Excavation for Incineration / Burial,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Feb,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Initial Hygiene Kit Distribution,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Initial Hygiene Kit Distribution,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,MHM Hygiene Promotion,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Konduga,NG008016,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Magumeri,NG008020,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Maintenance / Repair and Replacement of Water Systems,Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Initial Hygiene Kit Distribution,Ongoing,Yobe,NGA036,Potiskum,NG036014,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Mobbar,NG008023,No,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Yobe,NGA036,Tarmua,NG036015,No,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Adamawa,NGA002,Michika,NG002013,No,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Yobe,NGA036,Nangere,NG036012,No,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Operation and Maintenance Monitoring,Ongoing,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Maintenance / Repair and Replacement of Water Systems,Ongoing,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Maintenance / Repair and Replacement of Water Systems,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Gujba,NG036007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,MHM Hygiene Promotion,Ongoing,Yobe,NGA036,Damaturu,NG036003,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,MHM Kit Distribution,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,MHM Kit Distribution,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Damboa,NG008007,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Operation and Maintenance Monitoring,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Water Chlorination,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Latrine Monitoring,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Latrine Cleaning and Disinfection (VIP),Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Gwoza,NG008011,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cholera Kit Distribution,Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cholera Kit Distribution,Ongoing,Borno,NGA008,Maiduguri,NG008021,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Latrine Construction (VIP),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Borehole Rehabilitation,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Cleaning Campaigns,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Latrine Construction (Emergency),Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Operation and Maintenance Monitoring,Ongoing,Borno,NGA008,Monguno,NG008024,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,Latrine Construction (Emergency),Ongoing,Borno,NGA008,Bama,NG008003,Yes,Humanitarian,Jan,2023
IRC,International Rescue Committee,INGO,Implementing,WASH,House to House Visits,Ongoing,Borno,NGA008,Ngala,NG008025,Yes,Humanitarian,Jan,2023
JDF,Jireh Doo Foundation,NNGO,Reporting,WASH,House to House Visits,Ongoing,Borno,NGA008,Mafa,NG008019,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Reporting,ERL,"livelihood, Employment and Income generation",Ongoing,Adamawa,NGA002,Gombi,NG002004,No,Humanitarian,Jan,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Mubi South,NG002015,No,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Michika,NG002013,No,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Madagali,NG002010,No,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Mubi South,NG002015,No,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Michika,NG002013,No,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Madagali,NG002010,No,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Kaga,NG008014,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Magumeri,NG008020,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Kaga,NG008014,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Magumeri,NG008020,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,Food assistance (cash / voucher / in kind),Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Jan,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#1. Number of people receiving emergency food assistance through the most appropriate modalities (ex: in kind - dry rations, wet rations, ready-to-eat food kit; voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Jere,NG008013,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Feb,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Completed,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Completed,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Completed,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#4. Number of people provided with various capacity builidng or trainings including agriculture extension services, agriculture-based business entrepreneurship, technology transfer, value addition, processing and other cross cutting issues including environment, GBV, etc",Ongoing,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Completed,Adamawa,NGA002,Madagali,NG002010,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Completed,Adamawa,NGA002,Michika,NG002013,Yes,Humanitarian,Mar,2023
JDPC,Justice Development And Peace Commission,NNGO,Implementing,FSC,"#3. Number of people receiving household livelihood inputs/assets or community-based productive asset creation/enhancement activitiesthrough the most appropriate modalities (ex: in kind, voucher, cash or multi-modality)",Completed,Borno,NGA008,Askira/Uba,NG008002,Yes,Humanitarian,Mar,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Hygiene / Dignity Kits,Ongoing,Adamawa,NGA002,Girei,NG002005,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Hygiene / Dignity Kits,Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children participating in clubs activities,Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children trained in vocational training,Ongoing,Adamawa,NGA002,Mubi North,NG002014,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children participating in clubs activities,Ongoing,Adamawa,NGA002,Girei,NG002005,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children trained in vocational training,Ongoing,Adamawa,NGA002,Girei,NG002005,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Hygiene / Dignity Kits,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children participating in clubs activities,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,EDU,Children trained in vocational training,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,Yes,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Girei,NG002005,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Yola North,NG002020,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Girei,NG002005,No,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Reporting,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,No,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Girei,NG002005,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Yola North,NG002020,No,Humanitarian,Jan,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Girei,NG002005,No,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Feb,2023
JHF,Dutch Jewish Humanitarian Fund,INGO,Implementing,HEA,Awareness and Community sensitization,Ongoing,Adamawa,NGA002,Mayo-Belwa,NG002012,No,Humanitarian,Feb,2023
JPRM,Justice Peace And Reconciliation Movement,NNGO,Implementing,ERL,"livelihood, Employment and Income generation",Ongoing,Adamawa,NGA002,Mubi North,NG002014,No,Humanitarian,Jan,2023
JPRM,Justice Peace And Reconciliation Movement,NNGO,Implementing,ERL,"livelihood, Employment and Income generation",Ongoing,Adamawa,NGA002,Mubi South,NG002015,No,Humanitarian,Jan,2023
JPRM,Justice Peace And Reconciliation Movement,NNGO,Implementing,ERL,"livelihood, Employment and Income generation",Ongoing,Adamawa,NGA002,Madagali,NG002010,No,Humanitarian,Jan,2023
