organisation,org_acronym,org_type,project_sector,activities,status,state,lga,ward,ishrp,response_type,isrp,month,year
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola South,Adarawo,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Nassarawo,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Nassarawo,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Nassarawo,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Yola North,Jambutu,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gude,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Vimtim,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Lokuwa,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Kolere,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Mubi North,Digil,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Modire/ Vinikilang,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei II,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei II,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei II,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei II,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Girei I,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Damare,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Girei,Dakri,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Uki Tuki,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Pariya,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Fufore,Fufore,Yes,Humanitarian,,Jan,2019
International Organization for Migration,IOM,UN Agency,HEA,Health Activities,Ongoing,Adamawa,Demsa,Demsa,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Wagir,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Mutai,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Bunigari/Lawanti,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Gujba,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Damaturu,Kalallawa/Gabai,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Damaturu,Murfa Kalam,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Damaturu,Damaturu Central,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Damaturu,Damakasu,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Damaturu,Kukareta/Warsala,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uba,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Chul / Rumirgo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Askira East,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Wamdeo / Giwi,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Husara / Tampul,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uba,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Lassa,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Husara / Tampul,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Town Gadamayo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Dala lawanti,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Hambagda/ Liman Kara/ New Settlement,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Town Gadamayo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Magumeri,Magumeri,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Magumeri,Hoyo / Chin Gowa,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Magumeri,Gaji Ganna  I,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Auno / Chabbol,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Old Maiduguri,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Gomari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Mashamari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Yandandari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Shehuri South,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Town Gadamayo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gwange  I,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Jere,Dala Lawanti,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Town Gadamayo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Town Gadamayo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Gwoza,Gwoza Wakane / Bulabulin,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Ngurno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Monguno,Monguno,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Konduga,Konduga,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Completed,Adamawa,Girei,Girei I,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Completed,Adamawa,Fufore,Gurin,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Completed,Adamawa,Yola South,Namtari,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Completed,Adamawa,Yola North,Limawa,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Completed,Adamawa,Yola North,Jambutu,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Kwaja,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gella,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Dirbishi/Gandira,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Wamblimi / Tilli,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Moda / Dlaka / Ghenjuwa,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Michika  I,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sina / Kamale / Kwande,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Garta / Ghunchi,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Futudou / Futules,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Vi / Boka,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Bazza Margi,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Sorau 'A',Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Mayonguli,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Mayonguli,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Manjekin,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Konkol,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Belel,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Uba,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Shangui,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Hushere Zum,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Gaya,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Daksiri,Yes,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Maiha Gari,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Nassarawo,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mujara,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Mugulbu/ Yadafa,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Lamorde,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Kwaja,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Gella,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Mubi South,Dirbishi/Gandira,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Wamblimi / Tilli,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sukumu / Tillijo,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Moda / Dlaka / Ghenjuwa,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Michika  I,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Sina / Kamale / Kwande,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Garta / Ghunchi,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Futudou / Futules,Yes,Humanitarian,,Jan,2019
Janna Health Foundation,JHF,NNGO,HEA,Health Activities,Ongoing,Adamawa,Lamurde,lafiya,No,Humanitarian,,Mar,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Vi / Boka,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Michika,Bazza Margi,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Sorau 'A',Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Mayonguli,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Manjekin,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Konkol,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Maiha,Belel,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Uba,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Kwarhi,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Hushere Zum,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Hong,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Gaya,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Adamawa,Hong,Daksiri,Yes,Humanitarian,,Jan,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Yobe,Gujba,Buniyadi North / South,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uba,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Chul / Rumirgo,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Askira East,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Wamdeo / Giwi,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uda / Uvu,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Husara / Tampul,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Uba,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Lassa,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Askira/Uba,Husara / Tampul,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Gamboru Liberty,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Bulabulin,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Maisandari,Yes,Humanitarian,,Feb,2019
International Rescue Committee,IRC,INGO,HEA,Health Activities,Ongoing,Borno,Maiduguri,Limanti,Yes,Humanitarian,,Feb,2019
